a;b;;;;
3764,8896;9,9902;;;;
3765,042;10,4017;;;;
3765,1944;10,4681;;;;
3765,3468;10,3709;;;;
3765,4992;10,6234;;;;
3765,6516;10,6581;;;;
3765,804;9,9708;;;;
3765,9564;8,8988;;;;
3766,1088;8,3632;;;;
3766,2612;8,5027;;;;
3766,4136;8,7027;;;;
3766,566;8,7215;;;;
3766,7184;8,5216;;;;
3766,8708;8,2167;;;;
3767,0232;8,0731;;;;
3767,1756;8,0617;;;;
3767,328;8,0748;;;;
3767,4804;8,2336;;;;
3767,6328;8,6013;;;;
3767,7852;9,016;;;;
3767,9376;9,3195;;;;
3768,09;9,3537;;;;
3768,2424;8,983;;;;
3768,3948;8,3431;;;;
3768,5472;7,6136;;;;
3768,6996;7,0775;;;;
3768,852;6,66;;;;
3769,0044;6,2483;;;;
3769,1568;6,0072;;;;
3769,3092;5,9486;;;;
3769,4616;5,866;;;;
3769,614;5,6244;;;;
3769,7664;5,6105;;;;
3769,9188;5,5803;;;;
3770,0712;5,6849;;;;
3770,2236;5,5743;;;;
3770,376;5,4981;;;;
3770,5284;5,3645;;;;
3770,6808;5,3504;;;;
3770,8332;5,5083;;;;
3770,9856;5,6807;;;;
3771,138;5,933;;;;
3771,2904;5,9452;;;;
3771,4428;5,9378;;;;
3771,5952;6,1505;;;;
3771,7476;6,2381;;;;
3771,9;5,791;;;;
3772,0524;5,828;;;;
3772,2048;6,1444;;;;
3772,3572;6,3007;;;;
3772,5096;6,2745;;;;
3772,662;5,9823;;;;
3772,8144;6,4675;;;;
3772,9668;6,5889;;;;
3773,1192;6,3437;;;;
3773,2716;6,3061;;;;
3773,424;6,4111;;;;
3773,5764;6,4765;;;;
3773,7288;6,6786;;;;
3773,8812;6,8966;;;;
3774,0336;7,0571;;;;
3774,186;7,2828;;;;
3774,3384;7,6599;;;;
3774,4908;7,7471;;;;
3774,6432;7,7054;;;;
3774,7956;7,7269;;;;
3774,948;7,6863;;;;
3775,1004;7,415;;;;
3775,2528;7,0795;;;;
3775,4052;6,676;;;;
3775,5576;6,1937;;;;
3775,71;5,8287;;;;
3775,8624;5,6952;;;;
3776,0148;5,7051;;;;
3776,1672;5,5962;;;;
3776,3196;5,5396;;;;
3776,472;5,5634;;;;
3776,6244;5,7032;;;;
3776,7768;5,6955;;;;
3776,9292;5,5145;;;;
3777,0816;5,2135;;;;
3777,234;5,0178;;;;
3777,3864;5,0479;;;;
3777,5388;5,0901;;;;
3777,6912;5,1272;;;;
3777,8436;5,128;;;;
3777,996;5,0694;;;;
3778,1484;5,3496;;;;
3778,3008;5,8815;;;;
3778,4532;6,6342;;;;
3778,6056;7,3344;;;;
3778,758;8,3055;;;;
3778,9104;9,3173;;;;
3779,0628;10,1856;;;;
3779,2152;10,4812;;;;
3779,3676;9,6446;;;;
3779,52;7,8453;;;;
3779,6724;6,1764;;;;
3779,8248;5,6009;;;;
3779,9772;5,4734;;;;
3780,1296;5,3067;;;;
3780,282;5,2052;;;;
3780,4344;5,0396;;;;
3780,5868;4,9931;;;;
3780,7392;4,9508;;;;
3780,8916;4,8648;;;;
3781,044;4,7265;;;;
3781,1964;4,5935;;;;
3781,3488;4,5003;;;;
3781,5012;4,4314;;;;
3781,6536;4,5462;;;;
3781,806;4,5802;;;;
3781,9584;4,615;;;;
3782,1108;4,6084;;;;
3782,2632;4,6056;;;;
3782,4156;4,5722;;;;
3782,568;4,6312;;;;
3782,7204;4,7793;;;;
3782,8728;5,2756;;;;
3783,0252;5,8063;;;;
3783,1776;5,9112;;;;
3783,33;5,4634;;;;
3783,4824;4,9784;;;;
3783,6348;4,6699;;;;
3783,7872;4,4797;;;;
3783,9396;4,6021;;;;
3784,092;4,7824;;;;
3784,2444;4,8732;;;;
3784,3968;4,8314;;;;
3784,5492;4,8094;;;;
3784,7016;4,692;;;;
3784,854;4,1677;;;;
3785,0064;3,189;;;;
3785,1588;2,7253;;;;
3785,3112;2,6651;;;;
3785,4636;2,4022;;;;
3785,616;1,4682;;;;
3785,7684;1,4756;;;;
3785,9208;2,4214;;;;
3786,0732;3,6138;;;;
3786,2256;3,1691;;;;
3786,378;2,333;;;;
3786,5304;2,1314;;;;
3786,6828;2,2995;;;;
3786,8352;2,207;;;;
3786,9876;1,8905;;;;
3787,14;1,6662;;;;
3787,2924;1,7166;;;;
3787,4448;2,0949;;;;
3787,5972;2,3623;;;;
3787,7496;2,3014;;;;
3787,902;2,1744;;;;
3788,0544;2,0318;;;;
3788,2068;2,0646;;;;
3788,3592;2,2909;;;;
3788,5116;2,6513;;;;
3788,664;2,9471;;;;
3788,8164;2,9677;;;;
3788,9688;2,8591;;;;
3789,1212;2,8333;;;;
3789,2736;2,9375;;;;
3789,426;2,992;;;;
3789,5784;3,0306;;;;
3789,7308;3,2064;;;;
3789,8832;3,4833;;;;
3790,0356;3,7389;;;;
3790,188;3,8448;;;;
3790,3404;3,9363;;;;
3790,4928;3,9381;;;;
3790,6452;3,821;;;;
3790,7976;3,6513;;;;
3790,95;3,8264;;;;
3791,1024;4,2813;;;;
3791,2548;4,7865;;;;
3791,4072;5,174;;;;
3791,5596;5,427;;;;
3791,712;5,6931;;;;
3791,8644;5,676;;;;
3792,0168;5,627;;;;
3792,1692;5,7641;;;;
3792,3216;6,2918;;;;
3792,474;6,7678;;;;
3792,6264;7,0114;;;;
3792,7788;6,7577;;;;
3792,9312;6,4817;;;;
3793,0836;6,2805;;;;
3793,236;6,3344;;;;
3793,3884;6,2741;;;;
3793,5408;6,0074;;;;
3793,6932;5,7424;;;;
3793,8456;5,8399;;;;
3793,998;6,4433;;;;
3794,1504;7,2824;;;;
3794,3028;7,6649;;;;
3794,4552;7,2991;;;;
3794,6076;6,7313;;;;
3794,76;6,0794;;;;
3794,9124;5,2399;;;;
3795,0648;4,5369;;;;
3795,2172;4,1383;;;;
3795,3696;4,2018;;;;
3795,522;4,5989;;;;
3795,6744;5,0712;;;;
3795,8268;5,321;;;;
3795,9792;5,4804;;;;
3796,1316;5,6036;;;;
3796,284;5,6416;;;;
3796,4364;5,414;;;;
3796,5888;5,2101;;;;
3796,7412;4,9927;;;;
3796,8936;4,6425;;;;
3797,046;4,2657;;;;
3797,1984;4,0691;;;;
3797,3508;4,1978;;;;
3797,5032;4,4127;;;;
3797,6556;4,3952;;;;
3797,808;4,2572;;;;
3797,9604;4,4243;;;;
3798,1128;4,851;;;;
3798,2652;5,2661;;;;
3798,4176;4,5145;;;;
3798,57;3,6667;;;;
3798,7224;3,9374;;;;
3798,8748;4,3611;;;;
3799,0272;4,5974;;;;
3799,1796;5,4533;;;;
3799,332;5,9259;;;;
3799,4844;5,314;;;;
3799,6368;4,6597;;;;
3799,7892;4,6778;;;;
3799,9416;4,2288;;;;
3800,094;4,0251;;;;
3800,2464;4,0873;;;;
3800,3988;4,1583;;;;
3800,5512;4,1223;;;;
3800,7036;3,9957;;;;
3800,856;3,8611;;;;
3801,0084;3,706;;;;
3801,1608;3,6917;;;;
3801,3132;3,7152;;;;
3801,4656;3,9718;;;;
3801,618;4,1462;;;;
3801,7704;4,4523;;;;
3801,9228;4,711;;;;
3802,0752;5,0767;;;;
3802,2276;5,3788;;;;
3802,38;5,435;;;;
3802,5324;5,1512;;;;
3802,6848;4,8673;;;;
3802,8372;4,771;;;;
3802,9896;4,6676;;;;
3803,142;4,6115;;;;
3803,2944;4,7116;;;;
3803,4468;4,7868;;;;
3803,5992;4,7763;;;;
3803,7516;4,9601;;;;
3803,904;5,2046;;;;
3804,0564;5,1908;;;;
3804,2088;4,6585;;;;
3804,3612;4,2695;;;;
3804,5136;3,9934;;;;
3804,666;4,0203;;;;
3804,8184;4,2242;;;;
3804,9708;4,3413;;;;
3805,1232;4,2558;;;;
3805,2756;4,2518;;;;
3805,428;4,3703;;;;
3805,5804;4,6289;;;;
3805,7328;4,6862;;;;
3805,8852;4,5346;;;;
3806,0376;4,4294;;;;
3806,19;4,682;;;;
3806,3424;4,9557;;;;
3806,4948;5,1679;;;;
3806,6472;5,1721;;;;
3806,7996;4,9698;;;;
3806,952;4,4899;;;;
3807,1044;4,1352;;;;
3807,2568;3,8353;;;;
3807,4092;3,7111;;;;
3807,5616;3,6586;;;;
3807,714;3,654;;;;
3807,8664;3,6974;;;;
3808,0188;3,8191;;;;
3808,1712;3,8749;;;;
3808,3236;3,8151;;;;
3808,476;3,835;;;;
3808,6284;4,0006;;;;
3808,7808;4,2797;;;;
3808,9332;4,5748;;;;
3809,0856;4,5388;;;;
3809,238;4,439;;;;
3809,3904;4,144;;;;
3809,5428;3,9625;;;;
3809,6952;3,9901;;;;
3809,8476;4,0666;;;;
3810;4,0714;;;;
3810,1524;4,0923;;;;
3810,3048;4,2622;;;;
3810,4572;4,3;;;;
3810,6096;4,0586;;;;
3810,762;3,4791;;;;
3810,9144;3,2348;;;;
3811,0668;3,0711;;;;
3811,2192;3,4749;;;;
3811,3716;3,8498;;;;
3811,524;3,6897;;;;
3811,6764;3,6852;;;;
3811,8288;3,5929;;;;
3811,9812;4,0673;;;;
3812,1336;5,5994;;;;
3812,286;6,5761;;;;
3812,4384;6,318;;;;
3812,5908;5,1441;;;;
3812,7432;5,128;;;;
3812,8956;5,0752;;;;
3813,048;4,8114;;;;
3813,2004;4,6079;;;;
3813,3528;4,4824;;;;
3813,5052;4,7697;;;;
3813,6576;5,1117;;;;
3813,81;5,0214;;;;
3813,9624;4,3392;;;;
3814,1148;3,9727;;;;
3814,2672;3,9492;;;;
3814,4196;4,197;;;;
3814,572;3,9991;;;;
3814,7244;3,4778;;;;
3814,8768;3,0255;;;;
3815,0292;2,9862;;;;
3815,1816;3,0796;;;;
3815,334;3,1048;;;;
3815,4864;3,1115;;;;
3815,6388;3,1216;;;;
3815,7912;3,1187;;;;
3815,9436;3,1867;;;;
3816,096;3,3405;;;;
3816,2484;3,7152;;;;
3816,4008;4,1928;;;;
3816,5532;4,9028;;;;
3816,7056;5,6466;;;;
3816,858;5,868;;;;
3817,0104;5,5269;;;;
3817,1628;4,6853;;;;
3817,3152;4,0002;;;;
3817,4676;3,6032;;;;
3817,62;3,2797;;;;
3817,7724;3,0105;;;;
3817,9248;2,8076;;;;
3818,0772;2,8779;;;;
3818,2296;3,1159;;;;
3818,382;3,2819;;;;
3818,5344;3,4228;;;;
3818,6868;3,4501;;;;
3818,8392;3,5168;;;;
3818,9916;3,5594;;;;
3819,144;3,7364;;;;
3819,2964;3,9532;;;;
3819,4488;4,0742;;;;
3819,6012;4,1639;;;;
3819,7536;4,3145;;;;
3819,906;4,5934;;;;
3820,0584;4,8896;;;;
3820,2108;5,1322;;;;
3820,3632;5,3474;;;;
3820,5156;5,4273;;;;
3820,668;5,468;;;;
3820,8204;5,3959;;;;
3820,9728;5,2441;;;;
3821,1252;5,3391;;;;
3821,2776;5,4021;;;;
3821,43;5,386;;;;
3821,5824;5,3171;;;;
3821,7348;5,2614;;;;
3821,8872;5,3514;;;;
3822,0396;5,2951;;;;
3822,192;5,2784;;;;
3822,3444;5,2895;;;;
3822,4968;5,3704;;;;
3822,6492;5,4362;;;;
3822,8016;5,6224;;;;
3822,954;5,8256;;;;
3823,1064;5,9242;;;;
3823,2588;5,8876;;;;
3823,4112;6,0314;;;;
3823,5636;6,1039;;;;
3823,716;6,0182;;;;
3823,8684;5,9369;;;;
3824,0208;5,5684;;;;
3824,1732;5,4051;;;;
3824,3256;5,6698;;;;
3824,478;5,6119;;;;
3824,6304;5,9011;;;;
3824,7828;6,1657;;;;
3824,9352;5,9606;;;;
3825,0876;6,1868;;;;
3825,24;6,7731;;;;
3825,3924;7,0515;;;;
3825,5448;7,1655;;;;
3825,6972;7,1977;;;;
3825,8496;7,2151;;;;
3826,002;7,1883;;;;
3826,1544;7,0031;;;;
3826,3068;6,9334;;;;
3826,4592;6,8553;;;;
3826,6116;6,8796;;;;
3826,764;6,8549;;;;
3826,9164;6,9269;;;;
3827,0688;7,0731;;;;
3827,2212;7,258;;;;
3827,3736;7,3511;;;;
3827,526;7,2629;;;;
3827,6784;7,1909;;;;
3827,8308;7,2442;;;;
3827,9832;7,4099;;;;
3828,1356;7,3006;;;;
3828,288;7,2705;;;;
3828,4404;7,4401;;;;
3828,5928;7,7671;;;;
3828,7452;7,7474;;;;
3828,8976;7,7789;;;;
3829,05;7,746;;;;
3829,2024;7,8142;;;;
3829,3548;7,8732;;;;
3829,5072;7,9289;;;;
3829,6596;8,0618;;;;
3829,812;8,1484;;;;
3829,9644;7,9921;;;;
3830,1168;7,7091;;;;
3830,2692;7,5129;;;;
3830,4216;7,1692;;;;
3830,574;6,5998;;;;
3830,7264;6,2923;;;;
3830,8788;6,0839;;;;
3831,0312;5,9154;;;;
3831,1836;5,8586;;;;
3831,336;5,6559;;;;
3831,4884;5,691;;;;
3831,6408;5,8877;;;;
3831,7932;6,2622;;;;
3831,9456;6,5907;;;;
3832,098;6,8264;;;;
3832,2504;7,2102;;;;
3832,4028;7,3668;;;;
3832,5552;7,172;;;;
3832,7076;6,7045;;;;
3832,86;6,4543;;;;
3833,0124;6,206;;;;
3833,1648;6,129;;;;
3833,3172;6,1803;;;;
3833,4696;6,4055;;;;
3833,622;6,6893;;;;
3833,7744;6,8583;;;;
3833,9268;6,9447;;;;
3834,0792;6,9185;;;;
3834,2316;6,8715;;;;
3834,384;6,8272;;;;
3834,5364;6,5512;;;;
3834,6888;6,3338;;;;
3834,8412;6,2574;;;;
3834,9936;6,2336;;;;
3835,146;6,1115;;;;
3835,2984;6,185;;;;
3835,4508;6,2943;;;;
3835,6032;6,2163;;;;
3835,7556;5,9457;;;;
3835,908;5,5958;;;;
3836,0604;5,2224;;;;
3836,2128;4,886;;;;
3836,3652;4,814;;;;
3836,5176;4,5153;;;;
3836,67;4,0742;;;;
3836,8224;3,5968;;;;
3836,9748;3,7676;;;;
3837,1272;4,0085;;;;
3837,2796;4,2143;;;;
3837,432;3,9897;;;;
3837,5844;4,0413;;;;
3837,7368;4,5968;;;;
3837,8892;5,2882;;;;
3838,0416;6,1254;;;;
3838,194;6,5299;;;;
3838,3464;6,7493;;;;
3838,4988;6,582;;;;
3838,6512;6,2458;;;;
3838,8036;6,036;;;;
3838,956;6,0287;;;;
3839,1084;5,9284;;;;
3839,2608;5,8983;;;;
3839,4132;6,0857;;;;
3839,5656;6,1717;;;;
3839,718;5,9039;;;;
3839,8704;5,5099;;;;
3840,0228;5,4763;;;;
3840,1752;5,6595;;;;
3840,3276;5,9185;;;;
3840,48;5,9843;;;;
3840,6324;5,8451;;;;
3840,7848;5,5977;;;;
3840,9372;5,3482;;;;
3841,0896;4,8988;;;;
3841,242;4,6014;;;;
3841,3944;4,5157;;;;
3841,5468;4,6661;;;;
3841,6992;5,0769;;;;
3841,8516;5,553;;;;
3842,004;5,6705;;;;
3842,1564;5,5455;;;;
3842,3088;5,6214;;;;
3842,4612;5,85;;;;
3842,6136;6,0281;;;;
3842,766;6,1419;;;;
3842,9184;6,266;;;;
3843,0708;6,179;;;;
3843,2232;6,0408;;;;
3843,3756;5,7632;;;;
3843,528;5,5008;;;;
3843,6804;5,4663;;;;
3843,8328;5,5512;;;;
3843,9852;5,8271;;;;
3844,1376;6,0951;;;;
3844,29;6,4267;;;;
3844,4424;6,3694;;;;
3844,5948;6,3985;;;;
3844,7472;6,3525;;;;
3844,8996;6,3344;;;;
3845,052;6,2969;;;;
3845,2044;6,3458;;;;
3845,3568;6,3296;;;;
3845,5092;6,3806;;;;
3845,6616;6,3238;;;;
3845,814;6,2116;;;;
3845,9664;6,1514;;;;
3846,1188;6,2455;;;;
3846,2712;6,2464;;;;
3846,4236;6,2479;;;;
3846,576;6,3969;;;;
3846,7284;6,6968;;;;
3846,8808;7,0574;;;;
3847,0332;7,4435;;;;
3847,1856;7,6706;;;;
3847,338;8,2158;;;;
3847,4904;8,7259;;;;
3847,6428;9,2458;;;;
3847,7952;9,1299;;;;
3847,9476;9,0399;;;;
3848,1;8,5614;;;;
3848,2524;7,9535;;;;
3848,4048;7,6829;;;;
3848,5572;8,1937;;;;
3848,7096;8,4584;;;;
3848,862;9,0185;;;;
3849,0144;9,5331;;;;
3849,1668;9,9085;;;;
3849,3192;9,8473;;;;
3849,4716;9,5538;;;;
3849,624;9,0755;;;;
3849,7764;8,8964;;;;
3849,9288;8,3875;;;;
3850,0812;9,1706;;;;
3850,2336;11,239;;;;
3850,386;12,806;;;;
3850,5384;12,2942;;;;
3850,6908;10,6379;;;;
3850,8432;10,6244;;;;
3850,9956;10,7665;;;;
3851,148;11,2481;;;;
3851,3004;11,1917;;;;
3851,4528;10,9255;;;;
3851,6052;10,3529;;;;
3851,7576;9,7321;;;;
3851,91;8,8387;;;;
3852,0624;8,1555;;;;
3852,2148;7,8001;;;;
3852,3672;7,266;;;;
3852,5196;6,6979;;;;
3852,672;6,3157;;;;
3852,8244;6,1968;;;;
3852,9768;6,2803;;;;
3853,1292;6,4724;;;;
3853,2816;6,4324;;;;
3853,434;6,4308;;;;
3853,5864;6,4456;;;;
3853,7388;6,429;;;;
3853,8912;6,363;;;;
3854,0436;6,4319;;;;
3854,196;6,3468;;;;
3854,3484;6,2063;;;;
3854,5008;5,9837;;;;
3854,6532;5,9495;;;;
3854,8056;6,0712;;;;
3854,958;6,2557;;;;
3855,1104;6,3175;;;;
3855,2628;6,1187;;;;
3855,4152;5,7071;;;;
3855,5676;5,3305;;;;
3855,72;5,2466;;;;
3855,8724;5,2346;;;;
3856,0248;5,1806;;;;
3856,1772;5,1804;;;;
3856,3296;5,2831;;;;
3856,482;5,2529;;;;
3856,6344;5,08;;;;
3856,7868;4,8253;;;;
3856,9392;4,6508;;;;
3857,0916;4,4878;;;;
3857,244;4,3687;;;;
3857,3964;4,3592;;;;
3857,5488;4,3606;;;;
3857,7012;4,3423;;;;
3857,8536;4,3441;;;;
3858,006;4,4402;;;;
3858,1584;4,4988;;;;
3858,3108;4,4962;;;;
3858,4632;4,3857;;;;
3858,6156;4,2801;;;;
3858,768;4,3013;;;;
3858,9204;4,1979;;;;
3859,0728;4,0486;;;;
3859,2252;3,9009;;;;
3859,3776;3,9575;;;;
3859,53;3,8282;;;;
3859,6824;3,7644;;;;
3859,8348;3,7731;;;;
3859,9872;3,6754;;;;
3860,1396;3,6314;;;;
3860,292;3,781;;;;
3860,4444;3,8907;;;;
3860,5968;3,6748;;;;
3860,7492;3,3771;;;;
3860,9016;3,659;;;;
3861,054;3,9137;;;;
3861,2064;3,6054;;;;
3861,3588;3,0758;;;;
3861,5112;2,8297;;;;
3861,6636;3,2455;;;;
3861,816;3,9079;;;;
3861,9684;5,2662;;;;
3862,1208;5,6304;;;;
3862,2732;5,5475;;;;
3862,4256;5,1917;;;;
3862,578;4,8889;;;;
3862,7304;4,6722;;;;
3862,8828;4,3927;;;;
3863,0352;4,1306;;;;
3863,1876;3,9779;;;;
3863,34;3,9302;;;;
3863,4924;3,9563;;;;
3863,6448;3,9205;;;;
3863,7972;3,8073;;;;
3863,9496;3,7171;;;;
3864,102;3,6477;;;;
3864,2544;3,6686;;;;
3864,4068;3,5782;;;;
3864,5592;3,4704;;;;
3864,7116;3,4585;;;;
3864,864;3,5105;;;;
3865,0164;3,5976;;;;
3865,1688;3,7634;;;;
3865,3212;4,0458;;;;
3865,4736;4,2828;;;;
3865,626;4,4235;;;;
3865,7784;4,2968;;;;
3865,9308;4,372;;;;
3866,0832;4,2735;;;;
3866,2356;4,0897;;;;
3866,388;3,907;;;;
3866,5404;3,7565;;;;
3866,6928;3,6435;;;;
3866,8452;3,6042;;;;
3866,9976;3,6961;;;;
3867,15;3,7293;;;;
3867,3024;3,6797;;;;
3867,4548;3,465;;;;
3867,6072;3,2574;;;;
3867,7596;3,2076;;;;
3867,912;3,312;;;;
3868,0644;3,4548;;;;
3868,2168;3,622;;;;
3868,3692;3,8116;;;;
3868,5216;4,0491;;;;
3868,674;4,1281;;;;
3868,8264;4,1606;;;;
3868,9788;4,0968;;;;
3869,1312;3,9518;;;;
3869,2836;3,7167;;;;
3869,436;3,595;;;;
3869,5884;3,4581;;;;
3869,7408;3,3473;;;;
3869,8932;3,2356;;;;
3870,0456;3,0364;;;;
3870,198;2,6411;;;;
3870,3504;2,3685;;;;
3870,5028;2,3269;;;;
3870,6552;2,4819;;;;
3870,8076;2,6181;;;;
3870,96;2,6403;;;;
3871,1124;2,5961;;;;
3871,2648;2,5597;;;;
3871,4172;2,5211;;;;
3871,5696;2,4706;;;;
3871,722;2,2794;;;;
3871,8744;2,1303;;;;
3872,0268;2,1861;;;;
3872,1792;2,2722;;;;
3872,3316;2,2632;;;;
3872,484;2,1727;;;;
3872,6364;2,0762;;;;
3872,7888;2,0129;;;;
3872,9412;1,9371;;;;
3873,0936;1,9686;;;;
3873,246;1,8896;;;;
3873,3984;1,7401;;;;
3873,5508;1,5013;;;;
3873,7032;1,8069;;;;
3873,8556;1,9625;;;;
3874,008;1,9579;;;;
3874,1604;2,2544;;;;
3874,3128;2,7249;;;;
3874,4652;3,1913;;;;
3874,6176;3,3616;;;;
3874,77;4,1286;;;;
3874,9224;4,7781;;;;
3875,0748;4,8514;;;;
3875,2272;4,533;;;;
3875,3796;4,1818;;;;
3875,532;3,9008;;;;
3875,6844;3,7923;;;;
3875,8368;4,0124;;;;
3875,9892;4,2197;;;;
3876,1416;4,2942;;;;
3876,294;4,2374;;;;
3876,4464;4,0788;;;;
3876,5988;3,8193;;;;
3876,7512;3,8586;;;;
3876,9036;3,9547;;;;
3877,056;4,0974;;;;
3877,2084;4,3278;;;;
3877,3608;4,7661;;;;
3877,5132;4,9695;;;;
3877,6656;4,8158;;;;
3877,818;4,5686;;;;
3877,9704;4,4506;;;;
3878,1228;4,4081;;;;
3878,2752;4,4669;;;;
3878,4276;4,5344;;;;
3878,58;4,7114;;;;
3878,7324;4,9094;;;;
3878,8848;5,1675;;;;
3879,0372;5,4547;;;;
3879,1896;5,6345;;;;
3879,342;5,6951;;;;
3879,4944;5,5047;;;;
3879,6468;5,1623;;;;
3879,7992;4,7462;;;;
3879,9516;4,2712;;;;
3880,104;4,0524;;;;
3880,2564;4,0311;;;;
3880,4088;4,0788;;;;
3880,5612;4,1711;;;;
3880,7136;4,2947;;;;
3880,866;4,5049;;;;
3881,0184;4,6159;;;;
3881,1708;4,5334;;;;
3881,3232;4,4341;;;;
3881,4756;4,2145;;;;
3881,628;4,1064;;;;
3881,7804;4,1172;;;;
3881,9328;4,1247;;;;
3882,0852;4,0738;;;;
3882,2376;4,023;;;;
3882,39;4,0592;;;;
3882,5424;4,2339;;;;
3882,6948;4,5205;;;;
3882,8472;4,7282;;;;
3882,9996;4,8153;;;;
3883,152;4,7872;;;;
3883,3044;4,6464;;;;
3883,4568;4,2835;;;;
3883,6092;4,0235;;;;
3883,7616;3,8569;;;;
3883,914;3,8503;;;;
3884,0664;3,8607;;;;
3884,2188;3,793;;;;
3884,3712;3,6246;;;;
3884,5236;3,4606;;;;
3884,676;3,5276;;;;
3884,8284;3,664;;;;
3884,9808;3,6519;;;;
3885,1332;3,6046;;;;
3885,2856;3,5242;;;;
3885,438;3,4653;;;;
3885,5904;3,2044;;;;
3885,7428;3,0757;;;;
3885,8952;3,2767;;;;
3886,0476;3,7136;;;;
3886,2;4,3023;;;;
3886,3524;4,1986;;;;
3886,5048;3,9889;;;;
3886,6572;3,9337;;;;
3886,8096;4,3652;;;;
3886,962;4,8748;;;;
3887,1144;5,3972;;;;
3887,2668;5,6457;;;;
3887,4192;5,7745;;;;
3887,5716;5,712;;;;
3887,724;5,4972;;;;
3887,8764;5,3153;;;;
3888,0288;5,2647;;;;
3888,1812;5,1769;;;;
3888,3336;5,3056;;;;
3888,486;5,4667;;;;
3888,6384;5,6345;;;;
3888,7908;5,7411;;;;
3888,9432;5,8593;;;;
3889,0956;6,012;;;;
3889,248;6,3798;;;;
3889,4004;6,7479;;;;
3889,5528;6,8863;;;;
3889,7052;6,7503;;;;
3889,8576;6,7606;;;;
3890,01;6,7274;;;;
3890,1624;6,7918;;;;
3890,3148;6,7784;;;;
3890,4672;6,8974;;;;
3890,6196;6,9115;;;;
3890,772;6,757;;;;
3890,9244;6,3767;;;;
3891,0768;6,0365;;;;
3891,2292;5,7287;;;;
3891,3816;5,2622;;;;
3891,534;4,8213;;;;
3891,6864;4,5791;;;;
3891,8388;4,4802;;;;
3891,9912;4,5698;;;;
3892,1436;4,7539;;;;
3892,296;4,901;;;;
3892,4484;4,9098;;;;
3892,6008;4,9737;;;;
3892,7532;5,3616;;;;
3892,9056;5,9611;;;;
3893,058;6,2073;;;;
3893,2104;6,0165;;;;
3893,3628;5,4528;;;;
3893,5152;5,1251;;;;
3893,6676;5,223;;;;
3893,82;5,4036;;;;
3893,9724;5,4269;;;;
3894,1248;5,144;;;;
3894,2772;4,8865;;;;
3894,4296;4,4807;;;;
3894,582;4,1933;;;;
3894,7344;4,0829;;;;
3894,8868;3,9987;;;;
3895,0392;3,8485;;;;
3895,1916;3,665;;;;
3895,344;3,6629;;;;
3895,4964;3,8316;;;;
3895,6488;4,0876;;;;
3895,8012;4,2083;;;;
3895,9536;4,2465;;;;
3896,106;4,1731;;;;
3896,2584;4,0396;;;;
3896,4108;3,901;;;;
3896,5632;3,667;;;;
3896,7156;3,4628;;;;
3896,868;3,491;;;;
3897,0204;3,7171;;;;
3897,1728;3,9921;;;;
3897,3252;4,042;;;;
3897,4776;4,1121;;;;
3897,63;4,2078;;;;
3897,7824;4,2195;;;;
3897,9348;3,7916;;;;
3898,0872;2,8032;;;;
3898,2396;1,9962;;;;
3898,392;2,3276;;;;
3898,5444;3,1812;;;;
3898,6968;3,919;;;;
3898,8492;3,9578;;;;
3899,0016;3,9211;;;;
3899,154;3,7282;;;;
3899,3064;4,2132;;;;
3899,4588;4,3328;;;;
3899,6112;4,6747;;;;
3899,7636;4,9425;;;;
3899,916;5,2598;;;;
3900,0684;5,4625;;;;
3900,2208;5,3015;;;;
3900,3732;5,0224;;;;
3900,5256;4,8349;;;;
3900,678;4,7375;;;;
3900,8304;4,7218;;;;
3900,9828;4,7916;;;;
3901,1352;4,7773;;;;
3901,2876;4,5643;;;;
3901,44;4,4799;;;;
3901,5924;4,5803;;;;
3901,7448;4,4406;;;;
3901,8972;4,1667;;;;
3902,0496;4,0184;;;;
3902,202;3,9502;;;;
3902,3544;4,0246;;;;
3902,5068;4,0708;;;;
3902,6592;4,1633;;;;
3902,8116;3,9824;;;;
3902,964;3,8745;;;;
3903,1164;3,7984;;;;
3903,2688;3,8604;;;;
3903,4212;3,8482;;;;
3903,5736;3,7033;;;;
3903,726;3,4505;;;;
3903,8784;3,2576;;;;
3904,0308;3,3043;;;;
3904,1832;3,4306;;;;
3904,3356;3,6557;;;;
3904,488;3,7705;;;;
3904,6404;3,7238;;;;
3904,7928;3,4268;;;;
3904,9452;3,1491;;;;
3905,0976;3,1148;;;;
3905,25;3,4481;;;;
3905,4024;3,7605;;;;
3905,5548;3,9391;;;;
3905,7072;4,031;;;;
3905,8596;4,1241;;;;
3906,012;3,9908;;;;
3906,1644;3,8017;;;;
3906,3168;3,6663;;;;
3906,4692;3,7422;;;;
3906,6216;4,0639;;;;
3906,774;4,3871;;;;
3906,9264;4,616;;;;
3907,0788;4,6708;;;;
3907,2312;4,4498;;;;
3907,3836;4,2072;;;;
3907,536;4,1692;;;;
3907,6884;4,3099;;;;
3907,8408;4,4686;;;;
3907,9932;4,5336;;;;
3908,1456;4,7666;;;;
3908,298;5,1778;;;;
3908,4504;5,3742;;;;
3908,6028;5,2923;;;;
3908,7552;5,0315;;;;
3908,9076;4,7605;;;;
3909,06;4,7825;;;;
3909,2124;4,8988;;;;
3909,3648;5,0497;;;;
3909,5172;5,1926;;;;
3909,6696;5,3042;;;;
